interval_start,region,demand_mw
2025-12-31 10:05:00,TAS1,777.96
2025-12-31 10:05:00,VIC1,2686.66
2025-12-31 10:10:00,NSW1,5653.67
2025-12-31 10:10:00,VIC1,2715.57
2025-12-31 10:10:00,QLD1,4147.23
2025-12-31 10:10:00,SA1,203.62
2025-12-31 10:10:00,TAS1,759.2
2025-12-31 10:15:00,NSW1,5567.76
2025-12-31 10:15:00,QLD1,4172.87
2025-12-31 10:15:00,SA1,215.07
2025-12-31 10:15:00,TAS1,763.04
2025-12-31 10:15:00,VIC1,2703.47
2025-12-31 10:20:00,NSW1,5576.42
2025-12-31 10:20:00,QLD1,4169.13
2025-12-31 10:20:00,SA1,164.63
2025-12-31 10:20:00,TAS1,767.44
2025-12-31 10:20:00,VIC1,2679.32
2025-12-31 10:25:00,NSW1,5443.46
2025-12-31 10:25:00,QLD1,4139.81
2025-12-31 10:25:00,SA1,139.04
2025-12-31 10:25:00,TAS1,769.94
2025-12-31 10:25:00,VIC1,2676.17
2025-12-31 10:30:00,NSW1,5481.31
2025-12-31 10:30:00,VIC1,2635.3
2025-12-31 10:30:00,QLD1,4148.24
2025-12-31 10:30:00,SA1,122.21
2025-12-31 10:30:00,TAS1,758.22
2025-12-31 10:35:00,NSW1,5437.82
2025-12-31 10:35:00,QLD1,4200.66
2025-12-31 10:35:00,SA1,112.82
2025-12-31 10:35:00,TAS1,745.22
2025-12-31 10:35:00,VIC1,2645.84
2025-12-31 10:40:00,NSW1,5457.18
2025-12-31 10:40:00,QLD1,4169.45
2025-12-31 10:40:00,SA1,110.5
2025-12-31 10:40:00,TAS1,736.72
2025-12-31 10:40:00,VIC1,2615.14
2025-12-31 10:45:00,NSW1,5226.91
2025-12-31 10:45:00,QLD1,4148.89
2025-12-31 10:45:00,SA1,126.84
2025-12-31 10:45:00,TAS1,732.27
2025-12-31 10:45:00,VIC1,2602.86
2025-12-31 10:50:00,NSW1,5101.53
2025-12-31 10:50:00,VIC1,2639.28
2025-12-31 10:50:00,QLD1,4095.2
2025-12-31 10:50:00,SA1,117.38
2025-12-31 10:50:00,TAS1,735.79
2025-12-31 10:55:00,NSW1,4999.77
2025-12-31 10:55:00,QLD1,4153.16
2025-12-31 10:55:00,SA1,118.55
2025-12-31 10:55:00,TAS1,738.95
2025-12-31 10:55:00,VIC1,2606.19
2025-12-31 11:00:00,NSW1,5023.54
2025-12-31 11:00:00,QLD1,4213.15
2025-12-31 11:00:00,SA1,78.86
2025-12-31 11:00:00,TAS1,739.88
2025-12-31 11:00:00,VIC1,2582.71
2025-12-31 11:05:00,NSW1,5000.21
2025-12-31 11:05:00,QLD1,4190.46
2025-12-31 11:05:00,SA1,62.99
2025-12-31 11:05:00,TAS1,727.0
2025-12-31 11:05:00,VIC1,2594.67
2025-12-31 11:10:00,NSW1,4873.7
2025-12-31 11:10:00,VIC1,2613.64
2025-12-31 11:10:00,QLD1,4340.27
2025-12-31 11:10:00,SA1,77.76
2025-12-31 11:10:00,TAS1,723.99
2025-12-31 11:15:00,NSW1,4864.26
2025-12-31 11:15:00,QLD1,4398.86
2025-12-31 11:15:00,SA1,73.5
2025-12-31 11:15:00,TAS1,722.08
2025-12-31 11:15:00,VIC1,2581.5
2025-12-31 11:20:00,NSW1,4845.55
2025-12-31 11:20:00,QLD1,4392.16
2025-12-31 11:20:00,SA1,56.42
2025-12-31 11:20:00,TAS1,704.96
2025-12-31 11:20:00,VIC1,2542.18
2025-12-31 11:25:00,NSW1,4892.91
2025-12-31 11:25:00,QLD1,4482.01
2025-12-31 11:25:00,SA1,42.7
2025-12-31 11:25:00,TAS1,710.09
2025-12-31 11:25:00,VIC1,2582.04
2025-12-31 11:30:00,NSW1,4887.02
2025-12-31 11:30:00,QLD1,4512.82
2025-12-31 11:35:00,NSW1,4891.48
2025-12-31 11:30:00,SA1,-4.98
2025-12-31 11:30:00,TAS1,706.66
2025-12-31 11:30:00,VIC1,2516.89
2025-12-31 11:35:00,QLD1,4447.44
2025-12-31 11:35:00,SA1,-3.52
2025-12-31 11:35:00,TAS1,717.84
2025-12-31 11:35:00,VIC1,2557.43
2025-12-31 11:40:00,NSW1,4971.02
2025-12-31 11:40:00,QLD1,4536.16
2025-12-31 11:40:00,SA1,-21.03
2025-12-31 11:40:00,TAS1,643.26
2025-12-31 11:40:00,VIC1,2469.05
2025-12-31 11:45:00,NSW1,4973.75
2025-12-31 11:45:00,QLD1,4556.3
2025-12-31 11:45:00,SA1,-20.48
2025-12-31 11:45:00,TAS1,595.91
2025-12-31 11:45:00,VIC1,2529.68
2025-12-31 11:50:00,NSW1,4926.99
2025-12-31 11:50:00,QLD1,4559.23
2025-12-31 11:50:00,SA1,-15.57
2025-12-31 11:55:00,QLD1,4574.21
2025-12-31 11:50:00,TAS1,587.92
2025-12-31 11:50:00,VIC1,2487.19
2025-12-31 11:55:00,NSW1,4995.1
2025-12-31 11:55:00,SA1,-29.52
2025-12-31 11:55:00,TAS1,597.86
2025-12-31 11:55:00,VIC1,2477.88
2025-12-31 12:00:00,NSW1,5044.74
2025-12-31 12:00:00,QLD1,4681.7
2025-12-31 12:00:00,SA1,-0.29
2025-12-31 12:00:00,TAS1,647.92
2025-12-31 12:00:00,VIC1,2474.65
2025-12-31 12:05:00,NSW1,5056.51
2025-12-31 12:05:00,QLD1,4594.37
2025-12-31 12:05:00,SA1,-11.46
2025-12-31 12:05:00,TAS1,685.53
2025-12-31 12:05:00,VIC1,2512.91
2025-12-31 12:10:00,NSW1,5039.61
2025-12-31 12:10:00,QLD1,4701.15
2025-12-31 12:10:00,SA1,-22.48
2025-12-31 12:10:00,TAS1,702.35
2025-12-31 12:15:00,SA1,-54.37
2025-12-31 12:10:00,VIC1,2488.96
2025-12-31 12:15:00,NSW1,4956.58
2025-12-31 12:15:00,QLD1,4687.61
2025-12-31 12:15:00,TAS1,702.61
2025-12-31 12:15:00,VIC1,2470.72
2025-12-31 12:20:00,NSW1,4911.64
2025-12-31 12:20:00,QLD1,4777.51
2025-12-31 12:20:00,SA1,-64.62
2025-12-31 12:20:00,TAS1,687.84
2025-12-31 12:20:00,VIC1,2400.33
2025-12-31 12:25:00,NSW1,4993.06
2025-12-31 12:25:00,QLD1,4758.5
2025-12-31 12:25:00,SA1,-68.63
2025-12-31 12:25:00,TAS1,694.59
2025-12-31 12:25:00,VIC1,2404.51
2025-12-31 12:30:00,NSW1,5079.77
2025-12-31 12:30:00,QLD1,4825.34
2025-12-31 12:30:00,SA1,-89.58
2025-12-31 12:30:00,TAS1,671.77
2025-12-31 12:35:00,SA1,-83.62
2025-12-31 12:30:00,VIC1,2355.76
2025-12-31 12:35:00,NSW1,5244.5
2025-12-31 12:35:00,QLD1,4856.46
2025-12-31 12:35:00,TAS1,675.38
2025-12-31 12:35:00,VIC1,2384.69
2025-12-31 12:40:00,NSW1,5372.96
2025-12-31 12:40:00,QLD1,4965.41
2025-12-31 12:40:00,SA1,-67.19
2025-12-31 12:40:00,TAS1,674.15
2025-12-31 12:40:00,VIC1,2436.5
2025-12-31 12:45:00,NSW1,5337.97
2025-12-31 12:45:00,QLD1,4903.89
2025-12-31 12:45:00,SA1,-105.72
2025-12-31 12:45:00,TAS1,656.22
2025-12-31 12:45:00,VIC1,2441.82
2025-12-31 12:50:00,NSW1,5298.13
2025-12-31 12:50:00,QLD1,4979.96
2025-12-31 12:50:00,SA1,-114.46
2025-12-31 12:50:00,TAS1,660.09
2025-12-31 12:50:00,VIC1,2512.26
2025-12-31 12:55:00,TAS1,660.03
2025-12-31 12:55:00,NSW1,5260.43
2025-12-31 12:55:00,QLD1,4981.78
2025-12-31 12:55:00,SA1,-77.19
2025-12-31 12:55:00,VIC1,2517.27
2025-12-31 13:00:00,NSW1,5300.55
2025-12-31 13:00:00,QLD1,4959.1
2025-12-31 13:00:00,SA1,-82.62
2025-12-31 13:00:00,TAS1,648.52
2025-12-31 13:00:00,VIC1,2535.95
2025-12-31 13:05:00,NSW1,5371.37
2025-12-31 13:05:00,QLD1,5024.75
2025-12-31 13:05:00,SA1,-71.85
2025-12-31 13:05:00,TAS1,655.86
2025-12-31 13:05:00,VIC1,2537.02
2025-12-31 13:10:00,NSW1,5446.91
2025-12-31 13:10:00,QLD1,5046.09
2025-12-31 13:10:00,SA1,-77.5
2025-12-31 13:10:00,TAS1,645.29
2025-12-31 13:10:00,VIC1,2557.17
2025-12-31 13:15:00,TAS1,654.64
2025-12-31 13:15:00,NSW1,5418.83
2025-12-31 13:15:00,QLD1,5200.26
2025-12-31 13:15:00,SA1,-76.22
2025-12-31 13:15:00,VIC1,2506.31
2025-12-31 13:20:00,NSW1,5398.32
2025-12-31 13:20:00,QLD1,5178.1
2025-12-31 13:20:00,SA1,-97.48
2025-12-31 13:20:00,TAS1,658.97
2025-12-31 13:20:00,VIC1,2533.52
2025-12-31 13:25:00,NSW1,5444.48
2025-12-31 13:25:00,QLD1,5157.56
2025-12-31 13:25:00,SA1,-103.54
2025-12-31 13:25:00,TAS1,667.71
2025-12-31 13:25:00,VIC1,2565.54
2025-12-31 13:30:00,NSW1,5509.62
2025-12-31 13:30:00,QLD1,5201.94
2025-12-31 13:30:00,SA1,-65.87
2025-12-31 13:30:00,TAS1,669.14
2025-12-31 13:30:00,VIC1,2589.18
2025-12-31 13:35:00,TAS1,674.44
2025-12-31 13:35:00,NSW1,5553.41
2025-12-31 13:35:00,QLD1,5253.41
2025-12-31 13:35:00,SA1,-64.33
2025-12-31 13:35:00,VIC1,2653.89
2025-12-31 13:40:00,NSW1,5610.56
2025-12-31 13:40:00,QLD1,5279.06
2025-12-31 13:40:00,SA1,-35.31
2025-12-31 13:40:00,TAS1,673.33
2025-12-31 13:40:00,VIC1,2656.85
2025-12-31 13:45:00,NSW1,5520.05
2025-12-31 13:45:00,QLD1,5411.06
2025-12-31 13:45:00,SA1,-46.96
2025-12-31 13:45:00,TAS1,668.5
2025-12-31 13:45:00,VIC1,2667.41
2025-12-31 13:50:00,NSW1,5335.16
2025-12-31 13:50:00,QLD1,5430.85
2025-12-31 13:50:00,SA1,-25.37
2025-12-31 13:50:00,TAS1,660.04
2025-12-31 13:50:00,VIC1,2696.3
2025-12-31 13:55:00,NSW1,5321.86
2025-12-31 13:55:00,VIC1,2709.17
2025-12-31 13:55:00,QLD1,5681.62
2025-12-31 13:55:00,SA1,3.22
2025-12-31 13:55:00,TAS1,667.88
2025-12-31 14:00:00,NSW1,5350.18
2025-12-31 14:00:00,QLD1,5778.11
2025-12-31 14:00:00,SA1,-6.8
2025-12-31 14:00:00,TAS1,668.71
2025-12-31 14:00:00,VIC1,2661.71
2025-12-31 14:05:00,NSW1,5469.04
2025-12-31 14:05:00,QLD1,5691.94
2025-12-31 14:05:00,SA1,8.35
2025-12-31 14:05:00,TAS1,674.14
2025-12-31 14:05:00,VIC1,2666.93
2025-12-31 14:10:00,NSW1,5561.14
2025-12-31 14:10:00,QLD1,5660.57
2025-12-31 14:10:00,SA1,4.32
2025-12-31 14:10:00,TAS1,670.63
2025-12-31 14:10:00,VIC1,2693.39
2025-12-31 14:15:00,NSW1,5701.2
2025-12-31 14:15:00,QLD1,5750.99
2025-12-31 14:20:00,NSW1,5728.79
2025-12-31 14:15:00,SA1,-9.03
2025-12-31 14:15:00,TAS1,675.93
2025-12-31 14:15:00,VIC1,2660.69
2025-12-31 14:20:00,QLD1,5874.84
2025-12-31 14:20:00,SA1,-9.9
2025-12-31 14:20:00,TAS1,683.17
2025-12-31 14:20:00,VIC1,2640.75
2025-12-31 14:25:00,NSW1,5822.06
2025-12-31 14:25:00,QLD1,5915.88
2025-12-31 14:25:00,SA1,1.39
2025-12-31 14:25:00,TAS1,689.78
2025-12-31 14:25:00,VIC1,2609.48
2025-12-31 14:30:00,NSW1,6038.15
2025-12-31 14:30:00,QLD1,5955.61
2025-12-31 14:30:00,SA1,12.8
2025-12-31 14:30:00,TAS1,691.85
2025-12-31 14:30:00,VIC1,2573.43
2025-12-31 14:35:00,NSW1,6110.65
2025-12-31 14:35:00,QLD1,5904.77
2025-12-31 14:35:00,SA1,11.59
2025-12-31 14:40:00,QLD1,6024.74
2025-12-31 14:35:00,TAS1,692.8
2025-12-31 14:35:00,VIC1,2543.75
2025-12-31 14:40:00,NSW1,6259.31
2025-12-31 14:40:00,SA1,17.86
2025-12-31 14:40:00,TAS1,700.89
2025-12-31 14:40:00,VIC1,2544.78
2025-12-31 14:45:00,NSW1,6252.44
2025-12-31 14:45:00,QLD1,6159.49
2025-12-31 14:45:00,SA1,39.4
2025-12-31 14:45:00,TAS1,712.64
2025-12-31 14:45:00,VIC1,2572.48
2025-12-31 14:50:00,NSW1,6337.06
2025-12-31 14:50:00,QLD1,6144.06
2025-12-31 14:50:00,SA1,16.61
2025-12-31 14:50:00,TAS1,709.18
2025-12-31 14:50:00,VIC1,2575.69
2025-12-31 14:55:00,NSW1,6395.38
2025-12-31 14:55:00,QLD1,6195.86
2025-12-31 14:55:00,SA1,57.05
2025-12-31 14:55:00,TAS1,710.03
2025-12-31 15:00:00,SA1,48.77
2025-12-31 14:55:00,VIC1,2633.44
2025-12-31 15:00:00,NSW1,6448.34
2025-12-31 15:00:00,QLD1,6340.92
2025-12-31 15:00:00,TAS1,709.2
2025-12-31 15:00:00,VIC1,2684.89
2025-12-31 15:05:00,NSW1,6514.28
2025-12-31 15:05:00,QLD1,6471.81
2025-12-31 15:05:00,SA1,82.71
2025-12-31 15:05:00,TAS1,711.16
2025-12-31 15:05:00,VIC1,2715.09
2025-12-31 15:10:00,NSW1,6576.02
2025-12-31 15:10:00,QLD1,6548.77
2025-12-31 15:10:00,SA1,99.82
2025-12-31 15:10:00,TAS1,718.3
2025-12-31 15:10:00,VIC1,2689.14
2025-12-31 15:15:00,NSW1,6477.68
2025-12-31 15:15:00,QLD1,6564.18
2025-12-31 15:15:00,SA1,115.66
2025-12-31 15:15:00,TAS1,731.42
2025-12-31 15:20:00,SA1,124.09
2025-12-31 15:15:00,VIC1,2728.58
2025-12-31 15:20:00,NSW1,6474.96
2025-12-31 15:20:00,QLD1,6576.68
2025-12-31 15:20:00,TAS1,735.16
2025-12-31 15:20:00,VIC1,2795.33
2025-12-31 15:25:00,NSW1,6284.51
2025-12-31 15:25:00,QLD1,6705.7
2025-12-31 15:25:00,SA1,128.81
2025-12-31 15:25:00,TAS1,737.29
2025-12-31 15:25:00,VIC1,2842.25
2025-12-31 15:30:00,NSW1,6297.43
2025-12-31 15:30:00,QLD1,6751.94
2025-12-31 15:30:00,SA1,173.95
2025-12-31 15:30:00,TAS1,751.39
2025-12-31 15:30:00,VIC1,2886.0
2025-12-31 15:35:00,NSW1,6233.9
2025-12-31 15:35:00,QLD1,6883.72
2025-12-31 15:35:00,SA1,203.35
2025-12-31 15:35:00,TAS1,753.73
2025-12-31 15:40:00,SA1,189.32
2025-12-31 15:35:00,VIC1,2908.76
2025-12-31 15:40:00,NSW1,6088.72
2025-12-31 15:40:00,QLD1,6975.68
2025-12-31 15:40:00,TAS1,764.47
2025-12-31 15:40:00,VIC1,2951.29
2025-12-31 15:45:00,NSW1,6070.49
2025-12-31 15:45:00,QLD1,7147.74
2025-12-31 15:45:00,SA1,229.76
2025-12-31 15:45:00,TAS1,773.57
2025-12-31 15:45:00,VIC1,2965.03
2025-12-31 15:50:00,NSW1,6063.3
2025-12-31 15:50:00,QLD1,7206.34
2025-12-31 15:50:00,SA1,236.67
2025-12-31 15:50:00,TAS1,768.55
2025-12-31 15:50:00,VIC1,3035.68
2025-12-31 15:55:00,NSW1,6096.01
2025-12-31 15:55:00,QLD1,7283.76
2025-12-31 15:55:00,SA1,251.42
2025-12-31 15:55:00,TAS1,762.15
2025-12-31 16:00:00,SA1,272.32
2025-12-31 15:55:00,VIC1,3101.92
2025-12-31 16:00:00,NSW1,6165.44
2025-12-31 16:00:00,QLD1,7297.5
2025-12-31 16:00:00,TAS1,759.27
2025-12-31 16:00:00,VIC1,3194.87
2025-12-31 16:05:00,NSW1,6097.13
2025-12-31 16:05:00,QLD1,7323.06
2025-12-31 16:05:00,SA1,302.62
2025-12-31 16:05:00,TAS1,760.59
2025-12-31 16:05:00,VIC1,3240.93
2025-12-31 16:10:00,NSW1,6234.46
2025-12-31 16:10:00,QLD1,7372.01
2025-12-31 16:10:00,SA1,304.53
2025-12-31 16:10:00,TAS1,759.36
2025-12-31 16:10:00,VIC1,3276.14
2025-12-31 16:15:00,NSW1,6096.99
2025-12-31 16:15:00,QLD1,7462.04
2025-12-31 16:15:00,SA1,339.95
2025-12-31 16:15:00,TAS1,771.64
2025-12-31 16:15:00,VIC1,3300.72
2025-12-31 16:20:00,TAS1,776.34
2025-12-31 16:20:00,NSW1,6179.91
2025-12-31 16:20:00,QLD1,7613.14
2025-12-31 16:20:00,SA1,388.44
2025-12-31 16:20:00,VIC1,3384.3
2025-12-31 16:25:00,NSW1,6295.48
2025-12-31 16:25:00,QLD1,7558.12
2025-12-31 16:25:00,SA1,399.85
2025-12-31 16:25:00,TAS1,781.72
2025-12-31 16:25:00,VIC1,3396.77
2025-12-31 16:30:00,NSW1,6463.79
2025-12-31 16:30:00,QLD1,7652.56
2025-12-31 16:30:00,SA1,459.28
2025-12-31 16:30:00,TAS1,791.98
2025-12-31 16:30:00,VIC1,3458.13
2025-12-31 16:35:00,NSW1,6595.21
2025-12-31 16:35:00,QLD1,7701.87
2025-12-31 16:35:00,SA1,466.71
2025-12-31 16:35:00,TAS1,788.96
2025-12-31 16:35:00,VIC1,3476.0
2025-12-31 16:40:00,TAS1,798.16
2025-12-31 16:40:00,NSW1,6676.07
2025-12-31 16:40:00,QLD1,7808.99
2025-12-31 16:40:00,SA1,477.45
2025-12-31 16:40:00,VIC1,3515.32
2025-12-31 16:45:00,NSW1,6737.29
2025-12-31 16:45:00,QLD1,7932.59
2025-12-31 16:45:00,SA1,519.34
2025-12-31 16:45:00,TAS1,799.69
2025-12-31 16:45:00,VIC1,3576.62
2025-12-31 16:50:00,NSW1,6978.72
2025-12-31 16:50:00,QLD1,8050.83
2025-12-31 16:50:00,SA1,555.77
2025-12-31 16:50:00,TAS1,799.15
2025-12-31 16:50:00,VIC1,3595.69
2025-12-31 16:55:00,NSW1,7021.64
2025-12-31 16:55:00,QLD1,8169.24
2025-12-31 16:55:00,SA1,582.43
2025-12-31 16:55:00,TAS1,811.57
2025-12-31 16:55:00,VIC1,3612.25
2025-12-31 17:00:00,TAS1,821.87
2025-12-31 17:00:00,NSW1,7177.75
2025-12-31 17:00:00,QLD1,8232.2
2025-12-31 17:00:00,SA1,614.72
2025-12-31 17:00:00,VIC1,3725.73
2025-12-31 17:05:00,NSW1,7196.1
2025-12-31 17:05:00,QLD1,8267.03
2025-12-31 17:05:00,SA1,638.43
2025-12-31 17:05:00,TAS1,829.61
2025-12-31 17:05:00,VIC1,3725.18
2025-12-31 17:10:00,NSW1,7233.14
2025-12-31 17:10:00,QLD1,8200.46
2025-12-31 17:10:00,SA1,680.7
2025-12-31 17:10:00,TAS1,833.17
2025-12-31 17:10:00,VIC1,3711.35
2025-12-31 17:15:00,NSW1,7305.75
2025-12-31 17:15:00,QLD1,8234.49
2025-12-31 17:15:00,SA1,712.97
2025-12-31 17:15:00,TAS1,845.63
2025-12-31 17:15:00,VIC1,3758.39
2025-12-31 17:20:00,TAS1,838.64
2025-12-31 17:20:00,NSW1,7258.77
2025-12-31 17:20:00,QLD1,8238.59
2025-12-31 17:20:00,SA1,741.84
2025-12-31 17:20:00,VIC1,3793.93
2025-12-31 17:25:00,NSW1,7297.92
2025-12-31 17:25:00,QLD1,8273.51
2025-12-31 17:25:00,SA1,797.29
2025-12-31 17:25:00,TAS1,849.43
2025-12-31 17:25:00,VIC1,3859.61
2025-12-31 17:30:00,NSW1,7386.46
2025-12-31 17:30:00,QLD1,8275.23
2025-12-31 17:30:00,SA1,818.45
2025-12-31 17:30:00,TAS1,839.6
2025-12-31 17:30:00,VIC1,3854.65
2025-12-31 17:35:00,NSW1,7358.38
2025-12-31 17:35:00,QLD1,8291.76
2025-12-31 17:35:00,SA1,868.96
2025-12-31 17:35:00,TAS1,852.07
2025-12-31 17:35:00,VIC1,3885.01
2025-12-31 17:40:00,TAS1,861.61
2025-12-31 17:40:00,NSW1,7371.47
2025-12-31 17:40:00,QLD1,8280.3
2025-12-31 17:40:00,SA1,860.75
2025-12-31 17:40:00,VIC1,3896.47
2025-12-31 17:45:00,NSW1,7382.29
2025-12-31 17:45:00,QLD1,8265.04
2025-12-31 17:45:00,SA1,883.83
2025-12-31 17:45:00,TAS1,866.66
2025-12-31 17:45:00,VIC1,3963.8
2025-12-31 17:50:00,NSW1,7456.32
2025-12-31 17:50:00,QLD1,8238.51
2025-12-31 17:50:00,SA1,934.41
2025-12-31 17:50:00,TAS1,878.39
2025-12-31 17:50:00,VIC1,4002.97
2025-12-31 17:55:00,NSW1,7470.85
2025-12-31 17:55:00,QLD1,8210.97
2025-12-31 17:55:00,SA1,974.66
2025-12-31 17:55:00,TAS1,873.23
2025-12-31 17:55:00,VIC1,4022.3
2025-12-31 18:00:00,TAS1,872.47
2025-12-31 18:00:00,NSW1,7458.1
2025-12-31 18:00:00,QLD1,8169.89
2025-12-31 18:00:00,SA1,982.43
2025-12-31 18:00:00,VIC1,4020.27
2025-12-31 18:05:00,NSW1,7471.91
2025-12-31 18:05:00,QLD1,8252.51
2025-12-31 18:05:00,SA1,1016.19
2025-12-31 18:05:00,TAS1,875.32
2025-12-31 18:05:00,VIC1,3987.55
2025-12-31 18:10:00,NSW1,7418.85
2025-12-31 18:10:00,QLD1,8115.1
2025-12-31 18:10:00,SA1,947.65
2025-12-31 18:10:00,TAS1,875.68
2025-12-31 18:10:00,VIC1,4065.16
2025-12-31 18:15:00,NSW1,7424.07
2025-12-31 18:15:00,QLD1,8097.51
2025-12-31 18:15:00,SA1,1114.54
2025-12-31 18:15:00,TAS1,881.1
2025-12-31 18:15:00,VIC1,4035.47
2025-12-31 18:20:00,TAS1,880.87
2025-12-31 18:20:00,NSW1,7355.8
2025-12-31 18:20:00,QLD1,8074.25
2025-12-31 18:20:00,SA1,1118.53
2025-12-31 18:20:00,VIC1,4097.87
2025-12-31 18:25:00,NSW1,7370.97
2025-12-31 18:25:00,QLD1,8067.4
2025-12-31 18:25:00,SA1,1140.11
2025-12-31 18:25:00,TAS1,883.58
2025-12-31 18:25:00,VIC1,4081.29
2025-12-31 18:30:00,NSW1,7393.22
2025-12-31 18:30:00,QLD1,8141.52
2025-12-31 18:30:00,SA1,1149.04
2025-12-31 18:30:00,TAS1,886.72
2025-12-31 18:30:00,VIC1,4157.45
2025-12-31 18:35:00,NSW1,7369.02
2025-12-31 18:35:00,QLD1,8076.59
2025-12-31 18:35:00,SA1,1187.37
2025-12-31 18:35:00,TAS1,891.32
2025-12-31 18:35:00,VIC1,4103.47
2025-12-31 18:40:00,TAS1,900.89
2025-12-31 18:40:00,NSW1,7292.78
2025-12-31 18:40:00,QLD1,8074.55
2025-12-31 18:40:00,SA1,1207.74
2025-12-31 18:40:00,VIC1,4204.0
2025-12-31 18:45:00,NSW1,7366.5
2025-12-31 18:45:00,QLD1,7994.16
2025-12-31 18:45:00,SA1,1227.68
2025-12-31 18:45:00,TAS1,896.13
2025-12-31 18:45:00,VIC1,4223.16
2025-12-31 18:50:00,NSW1,7321.54
2025-12-31 18:50:00,QLD1,7981.1
2025-12-31 18:50:00,SA1,1256.93
2025-12-31 18:50:00,TAS1,888.33
2025-12-31 18:50:00,VIC1,4309.01
2025-12-31 18:55:00,NSW1,7269.53
2025-12-31 18:55:00,QLD1,8008.82
2025-12-31 18:55:00,SA1,1273.09
2025-12-31 18:55:00,TAS1,887.65
2025-12-31 18:55:00,VIC1,4353.35
2025-12-31 19:00:00,TAS1,883.95
2025-12-31 19:00:00,NSW1,7209.82
2025-12-31 19:00:00,QLD1,7923.03
2025-12-31 19:00:00,SA1,1306.02
2025-12-31 19:00:00,VIC1,4346.14
2025-12-31 19:05:00,NSW1,7250.69
2025-12-31 19:05:00,QLD1,8010.15
2025-12-31 19:05:00,SA1,1341.05
2025-12-31 19:05:00,TAS1,887.08
2025-12-31 19:05:00,VIC1,4370.3
2025-12-31 19:10:00,NSW1,7216.32
2025-12-31 19:10:00,QLD1,7936.69
2025-12-31 19:10:00,SA1,1372.79
2025-12-31 19:10:00,TAS1,885.42
2025-12-31 19:10:00,VIC1,4379.5
2025-12-31 19:15:00,NSW1,7233.08
2025-12-31 19:15:00,QLD1,7891.39
2025-12-31 19:15:00,SA1,1397.26
2025-12-31 19:15:00,TAS1,885.23
2025-12-31 19:15:00,VIC1,4398.14
2025-12-31 19:20:00,TAS1,888.45
2025-12-31 19:20:00,NSW1,7216.91
2025-12-31 19:20:00,QLD1,7867.68
2025-12-31 19:20:00,SA1,1401.99
2025-12-31 19:20:00,VIC1,4369.87
2025-12-31 19:25:00,NSW1,7247.24
2025-12-31 19:25:00,QLD1,7796.24
2025-12-31 19:25:00,SA1,1443.19
2025-12-31 19:25:00,TAS1,889.46
2025-12-31 19:25:00,VIC1,4346.37
2025-12-31 19:30:00,NSW1,7244.34
2025-12-31 19:30:00,QLD1,7813.02
2025-12-31 19:30:00,SA1,1424.84
2025-12-31 19:30:00,TAS1,891.06
2025-12-31 19:30:00,VIC1,4330.14
2025-12-31 19:35:00,NSW1,7241.99
2025-12-31 19:35:00,QLD1,7772.14
2025-12-31 19:35:00,SA1,1439.26
2025-12-31 19:35:00,TAS1,898.33
2025-12-31 19:35:00,VIC1,4362.16
2025-12-31 19:40:00,TAS1,894.04
2025-12-31 19:40:00,NSW1,7169.81
2025-12-31 19:40:00,QLD1,7762.81
2025-12-31 19:40:00,SA1,1453.47
2025-12-31 19:40:00,VIC1,4371.22
2025-12-31 19:45:00,NSW1,7276.68
2025-12-31 19:45:00,QLD1,7644.85
2025-12-31 19:45:00,SA1,1447.84
2025-12-31 19:45:00,TAS1,894.69
2025-12-31 19:45:00,VIC1,4336.04
2025-12-31 19:50:00,NSW1,7169.8
2025-12-31 19:50:00,QLD1,7602.11
2025-12-31 19:50:00,SA1,1476.15
2025-12-31 19:50:00,TAS1,895.98
2025-12-31 19:50:00,VIC1,4356.93
2025-12-31 19:55:00,NSW1,7176.26
2025-12-31 19:55:00,QLD1,7629.02
2025-12-31 19:55:00,SA1,1488.44
2025-12-31 19:55:00,TAS1,899.05
2025-12-31 19:55:00,VIC1,4340.27
2025-12-31 20:00:00,NSW1,7180.18
2025-12-31 20:00:00,VIC1,4335.82
2025-12-31 20:00:00,QLD1,7529.47
2025-12-31 20:00:00,SA1,1484.04
2025-12-31 20:00:00,TAS1,899.0
2025-12-31 20:05:00,NSW1,7198.59
2025-12-31 20:05:00,QLD1,7516.7
2025-12-31 20:05:00,SA1,1467.46
2025-12-31 20:05:00,TAS1,902.03
2025-12-31 20:05:00,VIC1,4343.26
2025-12-31 20:10:00,NSW1,7137.5
2025-12-31 20:10:00,QLD1,7519.75
2025-12-31 20:10:00,SA1,1471.48
2025-12-31 20:10:00,TAS1,905.32
2025-12-31 20:10:00,VIC1,4342.22
2025-12-31 20:15:00,NSW1,7073.0
2025-12-31 20:15:00,QLD1,7443.27
2025-12-31 20:15:00,SA1,1481.22
2025-12-31 20:15:00,TAS1,907.62
2025-12-31 20:15:00,VIC1,4319.3
2025-12-31 20:20:00,NSW1,7064.3
2025-12-31 20:20:00,QLD1,7434.64
2025-12-31 20:25:00,NSW1,7089.18
2025-12-31 20:20:00,SA1,1443.12
2025-12-31 20:20:00,TAS1,913.83
2025-12-31 20:20:00,VIC1,4306.75
2025-12-31 20:25:00,QLD1,7360.47
2025-12-31 20:25:00,SA1,1453.03
2025-12-31 20:25:00,TAS1,902.05
